2016-12-06,27.375,27.59,27.2975,27.4875,104642240
2016-12-05,27.5,27.5075,27.0625,27.2775,136455520
2016-12-02,27.2925,27.5225,27.2125,27.475,105925280
2016-12-01,27.5912,27.735,27.2575,27.3725,148138080
2016-11-30,27.9,28.05,27.5675,27.63,144605800
2016-11-29,27.695,28.0075,27.5175,27.865,114031120
2016-11-28,27.8575,28.1163,27.8475,27.8925,108217280
2016-11-25,27.7825,27.9675,27.7375,27.9475,45903680
2016-11-23,27.84,27.8775,27.5825,27.8075,109682200
2016-11-22,27.9875,28.105,27.85,27.95,103726840
2016-11-21,27.53,27.9975,27.5025,27.9325,116656760
2016-11-18,27.43,27.635,27.415,27.515,113243360
2016-11-17,27.4525,27.5875,27.2075,27.4875,110492600
2016-11-16,26.675,27.5575,26.65,27.4975,234896320
2016-11-15,26.6425,26.92,26.5398,26.7775,128922360
2016-11-14,26.9275,26.9522,26.02,26.4275,203605520
2016-11-11,26.78,27.2175,26.6375,27.1075,136468120
2016-11-10,27.7725,27.7725,26.4575,26.9475,228390960
2016-11-09,27.47,27.83,27.0125,27.72,236474960
2016-11-08,27.5775,27.93,27.425,27.765,96518520
2016-11-07,27.52,27.6275,27.365,27.6025,129447720
2016-11-04,27.1325,27.5625,27.0275,27.21,123163720
2016-11-03,27.745,27.865,27.3875,27.4575,106154800
2016-11-02,27.85,28.0875,27.8075,27.8975,112699920
2016-11-01,28.365,28.4425,27.6325,27.8725,173615040
2016-10-31,28.4125,28.5575,28.3,28.385,105515640
2016-10-28,28.4675,28.8025,28.3625,28.43,147168400
2016-10-27,28.8475,28.965,28.525,28.62,125584520
2016-10-26,28.5775,28.925,28.3275,28.8975,264114560
2016-10-25,29.4875,29.59,29.3275,29.5625,187282400
2016-10-24,29.275,29.435,29.25,29.4125,93970600
2016-10-21,29.2025,29.2275,29.07,29.15,90110760
2016-10-20,29.215,29.345,29.0825,29.265,96400600
2016-10-19,29.3125,29.44,28.45,29.28,79908640
2016-10-18,29.545,29.5525,29.3625,29.3675,97232840
2016-10-17,29.3325,29.46,29.195,29.3875,94335240
2016-10-14,29.47,29.5425,29.2825,29.4075,142504080
2016-10-13,29.1975,29.36,28.93,29.245,140167280
2016-10-12,29.3375,29.495,29.1875,29.335,150051720
2016-10-11,29.425,29.6725,29.05,29.075,255852040
2016-10-10,28.755,29.1875,28.68,29.0125,144351640
2016-10-07,28.5775,28.64,28.3775,28.515,97345760
2016-10-06,28.425,28.585,28.2825,28.4725,114034840
2016-10-05,28.35,28.415,28.1725,28.2625,85601640
2016-10-04,28.265,28.5775,28.1575,28.25,118829080
2016-10-03,28.1775,28.2625,28.07,28.13,86538080
2016-09-30,28.115,28.3425,27.95,28.2625,145362680
2016-09-29,28.29,28.45,27.95,28.045,143400040
2016-09-28,28.4225,28.66,28.3575,28.4875,118433560
2016-09-27,28.25,28.295,28.085,28.2725,98349960
2016-09-26,27.91,28.3475,27.8875,28.22,119200960
2016-09-23,28.605,28.6975,27.8875,28.1775,209644280
2016-09-22,28.5875,28.735,28.5,28.655,124192680
2016-09-21,28.4625,28.4973,28.1103,28.3875,143807600
2016-09-20,28.2625,28.53,28.1275,28.3925,137976600
2016-09-19,28.7975,29.045,28.3125,28.395,187748760
2016-09-16,28.78,29.0325,28.51,28.73,319055560
2016-09-15,28.465,28.9325,28.3725,28.8925,361592680
2016-09-14,27.1825,28.2575,27.15,27.9425,444747600
2016-09-13,26.8775,27.1975,26.81,26.9875,248320640
2016-09-12,25.6625,26.43,25.6325,26.36,180458360
2016-09-09,26.16,26.43,25.7825,25.7825,185846440
2016-09-08,26.8125,26.8175,26.31,26.38,211821240
2016-09-07,26.9575,27.19,26.7675,27.09,169001920
2016-09-06,26.975,27.075,26.8775,26.925,106580520
2016-09-02,26.925,27,26.705,26.9325,105575080
2016-09-01,26.535,26.7,26.405,26.6825,106701000
2016-08-31,26.415,26.6425,26.41,26.525,126556040
2016-08-30,26.45,26.625,26.375,26.5,99271760
2016-08-29,26.655,26.86,26.5725,26.705,99600520
2016-08-26,26.8525,26.9875,26.5775,26.735,110977200
2016-08-25,26.8475,26.97,26.67,26.8925,100006920
2016-08-24,27.1412,27.1875,26.92,27.0075,94424960
2016-08-23,27.1475,27.33,27.1325,27.2125,84947400
2016-08-22,27.215,27.275,26.9625,27.1275,103137680
2016-08-19,27.1925,27.4225,27.09,27.34,100435560
2016-08-18,27.3075,27.4,27.255,27.27,87673360
2016-08-17,27.275,27.3425,27.085,27.305,101314720
2016-08-16,27.4075,27.5575,27.3025,27.345,135018720
2016-08-15,27.035,27.385,27.02,27.37,102817320
2016-08-12,26.945,27.11,26.945,27.045,74594800
2016-08-11,27.13,27.2325,26.9625,26.9825,109840280
2016-08-10,27.1775,27.225,26.94,27,95359520
2016-08-09,27.0575,27.235,27.0025,27.2025,105185040
2016-08-08,26.88,27.0925,26.79,27.0925,112041720
2016-08-05,26.5675,26.9125,26.545,26.87,158186440
2016-08-04,26.395,26.5,26.32,26.4675,107126920
2016-08-03,26.2025,26.46,26.1925,26.4475,120593440
2016-08-02,26.5125,26.5175,26,26.12,135080880
2016-08-01,26.1025,26.5375,26.1025,26.5125,152075640
2016-07-29,26.0475,26.1375,25.92,26.0525,110791880
2016-07-28,25.7075,26.1125,25.705,26.085,155087360
2016-07-27,26.0663,26.0875,25.6875,25.7375,368575680
2016-07-26,24.205,24.4925,24.105,24.1675,213818480
2016-07-25,24.5625,24.71,24.23,24.335,161162320
2016-07-22,24.815,24.825,24.5775,24.665,112872960
2016-07-21,24.9575,25.25,24.7825,24.8575,130760320
2016-07-20,25,25.115,24.9338,24.99,104876440
2016-07-19,24.89,25,24.835,24.9675,95065440
2016-07-18,24.675,25.0325,24.65,24.9575,145858120
2016-07-15,24.73,24.825,24.625,24.695,120125640
2016-07-14,24.3475,24.7475,24.33,24.6975,155543920
2016-07-13,24.3525,24.4175,24.21,24.2175,103518720
2016-07-12,24.2925,24.425,24.28,24.355,96518120
2016-07-11,24.1875,24.4125,24.1825,24.245,93271960
2016-07-08,24.1225,24.2225,24.0125,24.17,115510000
2016-07-07,23.925,24.125,23.905,23.985,97843400
2016-07-06,23.65,23.915,23.5925,23.8825,123510160
2016-07-05,23.8475,23.85,23.615,23.7475,110215000
2016-07-01,23.8725,24.1163,23.8325,23.9725,103928320
2016-06-30,23.61,23.9425,23.575,23.9,143133280
2016-06-29,23.4925,23.6375,23.4075,23.6,146021680
2016-06-28,23.225,23.415,23.035,23.3975,161551840
2016-06-27,23.25,23.2625,22.875,23.01,182382720
2016-06-24,23.2275,23.6638,23.1625,23.35,300878840
2016-06-23,23.985,24.0725,23.8125,24.025,128169160
2016-06-22,24.0625,24.2225,23.8375,23.8875,116496560
2016-06-21,23.735,24.0875,23.669,23.9775,141628200
2016-06-20,24,24.1425,23.7575,23.775,137423880
2016-06-17,24.155,24.1625,23.825,23.8325,243173040
2016-06-16,24.1125,24.4375,24.0175,24.3875,125007480
2016-06-15,24.455,24.6025,24.2575,24.285,117492200
2016-06-14,24.33,24.6187,24.1875,24.365,127562960
2016-06-13,24.6725,24.78,24.275,24.335,150833440
2016-06-10,24.6325,24.8364,24.62,24.7075,126688880
2016-06-09,24.625,24.9975,24.615,24.9125,106302280
2016-06-08,24.755,24.89,24.67,24.735,83359800
2016-06-07,24.8125,24.9675,24.74,24.7575,89513520
2016-06-06,24.4975,25.4725,24.3875,24.6575,93060800
2016-06-03,24.4475,24.5675,24.3625,24.48,113950280
2016-06-02,24.4,24.46,24.1575,24.43,160680800
2016-06-01,24.755,24.885,24.5825,24.615,116556400
2016-05-31,24.9,25.1,24.705,24.965,169072160
2016-05-27,24.86,25.1175,24.8113,25.0875,145197840
2016-05-26,24.92,25.1825,24.66,25.1025,225173960
2016-05-25,24.6675,24.935,24.5275,24.905,153033200
2016-05-24,24.305,24.5225,24.21,24.475,140297520
2016-05-23,23.9675,24.2975,23.9175,24.1075,151908080
2016-05-20,23.66,23.8575,23.63,23.805,127336080
2016-05-19,23.66,23.66,23.3925,23.55,121671520
2016-05-18,23.54,23.8025,23.4725,23.64,168039320
2016-05-17,23.6375,23.675,23.2525,23.3725,187435640
2016-05-16,23.0975,23.5975,22.9125,23.47,244769360
2016-05-13,22.5,22.9175,22.5,22.63,176892160
2016-05-12,23.18,23.195,22.3675,22.585,304733840
2016-05-11,23.37,23.3925,23.115,23.1275,114564720
2016-05-10,23.3325,23.3925,23.0275,23.355,134612080
2016-05-09,23.25,23.4425,23.1475,23.1975,131582600
2016-05-06,23.3425,23.3625,22.9625,23.18,174660640
2016-05-05,23.5,23.5175,23.17,23.31,143400880
2016-05-04,23.8,23.975,23.455,23.5475,163936640
2016-05-03,23.55,23.935,23.42,23.795,227080320
2016-05-02,23.4913,23.52,23.1,23.41,191377960
2016-04-29,23.4975,23.68,23.1275,23.435,273555360
2016-04-28,24.4025,24.47,23.5625,23.7075,328428480
2016-04-27,24,24.6775,23.92,24.455,457745200
2016-04-26,25.9775,26.325,25.9775,26.0875,211919120
2016-04-25,26.25,26.4125,26.1275,26.27,111991960
2016-04-22,26.2525,26.62,26.155,26.42,134623240
2016-04-21,26.7325,26.7325,26.38,26.4925,125667640
2016-04-20,26.66,27.0225,26.515,26.7825,122307920
2016-04-19,26.97,27,26.5575,26.7275,129362480
2016-04-18,27.2225,27.2375,26.735,26.87,243139680
2016-04-15,28.0275,28.075,27.4325,27.4625,187494680
2016-04-14,27.905,28.0975,27.8325,28.025,101459680
2016-04-13,27.7,28.085,27.7,28.01,131087040
2016-04-12,27.335,27.625,27.165,27.61,108602280
2016-04-11,27.2425,27.6525,27.2075,27.255,117431760
2016-04-08,27.2275,27.4425,27.0425,27.165,94215160
2016-04-07,27.4875,27.605,27.0302,27.135,126943240
2016-04-06,27.5575,27.745,27.3,27.74,104715360
2016-04-05,27.3775,27.6825,27.355,27.4525,106241680
2016-04-04,27.605,28.0475,27.5675,27.78,149291720
2016-04-01,27.195,27.5,27.05,27.4975,103281840
2016-03-31,27.43,27.475,27.22,27.2475,103055360
2016-03-30,27.1625,27.605,27.15,27.39,182190360
2016-03-29,26.2225,26.9475,26.22,26.92,124619640
2016-03-28,26.5,26.5475,26.265,26.2975,77417760
2016-03-24,26.3675,26.5625,26.2225,26.4175,102273400
2016-03-23,26.62,26.7675,26.475,26.5325,102745400
2016-03-22,26.3125,26.8225,26.3025,26.68,129381720
2016-03-21,26.4825,26.9125,26.285,26.4775,141816920
2016-03-18,26.585,26.625,26.2975,26.48,174428480
2016-03-17,26.38,26.6175,26.24,26.45,137579320
2016-03-16,26.1525,26.5775,26.1475,26.4925,152946920
2016-03-15,25.99,26.295,25.9625,26.145,160105000
2016-03-14,25.4775,25.7275,25.445,25.63,100233120
2016-03-11,25.56,25.57,25.375,25.565,109475360
2016-03-10,25.3525,25.56,25.0375,25.2925,133962520
2016-03-09,25.3275,25.395,25.0675,25.28,108594120
2016-03-08,25.195,25.44,25.1,25.2575,126154840
2016-03-07,25.5975,25.7075,25.24,25.4675,143562960
2016-03-04,25.5925,25.9375,25.3425,25.7525,184106400
2016-03-03,25.145,25.4275,25.1125,25.375,147537960
2016-03-02,25.1275,25.2225,24.91,25.1875,132544520
2016-03-01,24.4125,25.1925,24.355,25.1325,201214000
2016-02-29,24.215,24.5575,24.1625,24.1725,140525840
2016-02-26,24.3,24.5059,24.145,24.2275,115799040
2016-02-25,24.0125,24.19,23.8125,24.19,110104160
2016-02-24,23.495,24.095,23.33,24.025,144768600
2016-02-23,24.1,24.125,23.6375,23.6725,127404720
2016-02-22,24.0775,24.225,23.98,24.22,136961880
2016-02-19,24,24.19,23.95,24.01,141162280
2016-02-18,24.71,24.7225,24.0227,24.065,155464400
2016-02-17,24.1675,24.5525,24.0375,24.53,179247200
2016-02-16,23.755,24.2125,23.6525,24.16,192130400
2016-02-12,23.5475,23.625,23.2525,23.4975,161292080
2016-02-11,23.4475,23.68,23.1475,23.425,199918800
2016-02-10,23.98,24.0875,23.525,23.5675,169155160
2016-02-09,23.5725,23.985,23.4825,23.7475,177130240
2016-02-08,23.2825,23.925,23.26,23.7525,215682200
2016-02-05,24.13,24.23,23.4225,23.505,185262480
2016-02-04,23.965,24.3325,23.7975,24.15,185672920
2016-02-03,23.75,24.21,23.52,24.0875,183480520
2016-02-02,23.855,24.01,23.57,23.62,148762000
2016-02-01,24.1175,24.1775,23.85,24.1075,163257440
2016-01-29,23.6975,24.335,23.5875,24.335,257329760
2016-01-28,23.4475,23.63,23.0975,23.5225,222489480
2016-01-27,24.01,24.1572,23.335,23.355,532236000
2016-01-26,24.9825,25.22,24.5175,24.9975,287749240
2016-01-25,25.38,25.3825,24.8025,24.86,206119920
2016-01-22,24.6575,25.365,24.5925,25.355,262594640
2016-01-21,24.265,24.47,23.735,24.075,208396800
2016-01-20,23.775,24.5474,23.355,24.1975,289097200
2016-01-19,24.6025,24.6625,23.875,24.165,211843240
2016-01-15,24.05,24.4275,23.84,24.2825,317424040
2016-01-14,24.49,25.12,23.935,24.88,252000560
2016-01-13,25.08,25.2975,24.325,24.3475,249143080
2016-01-12,25.1375,25.1725,24.71,24.99,196184600
2016-01-11,24.7425,24.765,24.335,24.6325,198751480
2016-01-08,24.6375,24.7775,24.19,24.24,282888000
2016-01-07,24.67,25.0325,24.1075,24.1125,322969840
2016-01-06,25.14,25.5925,24.9675,25.175,273537080
2016-01-05,26.4375,26.4625,25.6025,25.6775,222332560
2016-01-04,25.6525,26.342,25.5,26.3375,270276360
2015-12-31,26.7525,26.7575,26.205,26.315,163541920
2015-12-30,27.145,27.175,26.795,26.83,100736360
2015-12-29,26.74,27.3575,26.715,27.185,123649040
2015-12-28,26.8975,26.9225,26.5452,26.705,106559720
2015-12-24,27.25,27.25,26.9875,27.0075,54386720
2015-12-23,26.8175,27.2125,26.8,27.1525,130472560
2015-12-22,26.85,26.93,26.6127,26.8075,130913840
2015-12-21,26.82,26.8425,26.3925,26.8325,190028920
2015-12-18,27.2275,27.38,26.4525,26.5075,384788760
2015-12-17,28.005,28.0625,27.245,27.245,178619320
2015-12-16,27.7675,27.9975,27.2,27.835,224629480
2015-12-15,27.985,28.2,27.5875,27.6225,212674320
2015-12-14,28.045,28.17,27.4475,28.12,258712880
2015-12-11,28.7975,28.8475,28.2128,28.295,187240080
2015-12-10,29.01,29.235,28.8775,29.0425,116634560
2015-12-09,29.41,29.4225,28.77,28.905,185207720
2015-12-08,29.38,29.65,29.215,29.5575,137101680
2015-12-07,29.745,29.965,29.4525,29.57,128252400
2015-12-04,28.8225,29.8125,28.7775,29.7575,230871480
2015-12-03,29.1375,29.1975,28.555,28.8,166045520
2015-12-02,29.2625,29.5275,29.02,29.07,133267960
2015-12-01,29.6875,29.7025,29.215,29.335,139225000
2015-11-30,29.4975,29.8525,29.4375,29.575,152252520
2015-11-27,29.5725,29.6025,29.4,29.4525,52185800
2015-11-25,29.8025,29.8075,29.48,29.5075,85367840
2015-11-24,29.3325,29.8375,29.28,29.72,170991800
2015-11-23,29.8175,29.9325,29.335,29.4375,129782720
2015-11-20,29.8,29.98,29.7125,29.825,136540920
2015-11-19,29.41,29.9375,29.19,29.695,172935800
2015-11-18,28.94,29.3725,28.875,29.3225,186238920
2015-11-17,28.73,28.7625,28.33,28.4225,110336080
2015-11-16,27.845,28.56,27.75,28.5437,151918280
2015-11-13,28.8,28.8925,28.0675,28.085,182221200
2015-11-12,29.065,29.205,28.9125,28.93,129845400
2015-11-11,29.0925,29.355,28.8025,29.0275,180717600
2015-11-10,29.225,29.5175,29.0153,29.1925,236117600
2015-11-09,30.24,30.4525,30.0125,30.1425,135317160
2015-11-06,30.2775,30.4525,30.155,30.265,132036440
2015-11-05,30.4625,30.6725,30.045,30.23,157933600
2015-11-04,30.7825,30.955,30.405,30.5,179316240
2015-11-03,30.1975,30.8725,30.175,30.6425,181917040
2015-11-02,29.9675,30.34,29.9025,30.295,128611480
2015-10-30,30.2475,30.305,29.8625,29.875,197220880
2015-10-29,29.675,30.1725,29.5675,30.1325,204424400
2015-10-28,29.2325,29.825,29.015,29.8175,341744840
2015-10-27,28.85,29.135,28.4975,28.6375,270693800
2015-10-26,29.52,29.5325,28.73,28.82,264559080
2015-10-23,29.175,29.807,29.0825,29.77,237006960
2015-10-22,28.5825,28.875,28.525,28.875,165722640
2015-10-21,28.5,28.895,28.425,28.44,169107520
2015-10-20,27.835,28.5425,27.705,28.4425,195716800
2015-10-19,27.7,27.9375,27.5275,27.9325,118895000
2015-10-16,27.945,28,27.6325,27.76,155179720
2015-10-15,27.7325,28.025,27.6225,27.965,150488800
2015-10-14,27.8225,27.88,27.39,27.5525,177736880
2015-10-13,27.705,28.1125,27.67,27.9475,131883160
2015-10-12,28.1825,28.1875,27.86,27.9,121547320
2015-10-09,27.5,28.07,27.3725,28.03,210882480
2015-10-08,27.5475,27.5475,27.0525,27.375,246989040
2015-10-07,27.935,27.9425,27.3525,27.695,186871080
2015-10-06,27.6575,27.935,27.4413,27.8275,194808800
2015-10-05,27.47,27.8424,27.2675,27.695,208132400
2015-10-02,27.0025,27.7534,26.8875,27.595,231099760
2015-10-01,27.2675,27.405,26.8275,27.395,255397880
2015-09-30,27.5425,27.885,27.1825,27.575,265203720
2015-09-29,28.2075,28.3775,26.965,27.265,292921120
2015-09-28,28.4625,28.6425,28.11,28.11,207447960
2015-09-25,29.11,29.1725,28.505,28.6775,224022200
2015-09-24,28.3125,28.875,28.0925,28.75,200246320
2015-09-23,28.4075,28.68,28.325,28.58,142713440
2015-09-22,28.345,28.545,28.13,28.35,201112120
2015-09-21,28.4175,28.8425,28.415,28.8025,186376880
2015-09-18,28.0525,28.575,27.9675,28.3625,295964000
2015-09-17,28.915,29.1225,28.4288,28.48,254849360
2015-09-16,29.0625,29.135,28.86,29.1025,148322880
2015-09-15,28.9825,29.1325,28.605,29.07,172873400
2015-09-14,29.145,29.2225,28.715,28.8275,233118280
2015-09-11,27.9475,28.5525,27.94,28.5525,199175000
2015-09-10,27.5675,28.3206,27.475,28.1425,251203080
2015-09-09,28.44,28.505,27.4425,27.5375,339031120
2015-09-08,27.9125,28.14,27.58,28.0775,218029200
2015-09-04,27.2425,27.6125,27.1275,27.3175,199617840
2015-09-03,28.1225,28.195,27.51,27.5925,212570360
2015-09-02,27.5575,28.085,27.2828,28.085,246725000
2015-09-01,27.5375,27.97,26.84,26.93,306248680
2015-08-31,28.0075,28.6325,28,28.19,224446360
2015-08-28,28.0425,28.3275,27.885,28.3225,212303840
2015-08-27,28.0575,28.31,27.505,28.23,335300880
2015-08-26,26.7712,27.4725,26.2625,27.4225,386127560
2015-08-25,27.7775,27.7775,25.875,25.935,410926800
2015-08-24,23.7175,27.2,23,25.78,647530000
2015-08-21,27.6075,27.975,26.4112,26.44,508986400
2015-08-20,28.52,28.5875,27.9075,28.1625,272707760
2015-08-19,29.025,29.13,28.67,28.7525,192317320
2015-08-18,29.1075,29.36,29.0025,29.125,138102520
2015-08-17,29.01,29.4125,28.875,29.29,163309040
2015-08-14,28.58,29.0775,28.5025,28.99,171505480
2015-08-13,29.01,29.1,28.635,28.7875,193630560
2015-08-12,28.1325,28.855,27.4075,28.81,406373600
2015-08-11,29.4525,29.545,28.3325,28.3725,387282680
2015-08-10,29.1325,29.9975,29.1325,29.93,219404040
2015-08-07,28.645,29.0625,28.625,28.88,154440480
2015-08-06,28.9925,29.125,28.5287,28.7825,211315560
2015-08-05,28.2375,29.36,28.025,28.85,396809600
2015-08-04,29.355,29.425,28.3125,28.66,494407600
2015-08-03,30.375,30.6425,29.38,29.61,278559600
2015-07-31,30.65,30.6606,30.2275,30.325,171331560
2015-07-30,30.58,30.6425,30.4275,30.5925,133603800
2015-07-29,30.7875,30.875,30.5675,30.7475,147648160
2015-07-28,30.845,30.9775,30.6375,30.845,134281520
2015-07-27,30.7725,30.9025,30.53,30.6925,177486320
2015-07-24,31.33,31.435,30.975,31.125,168361280
2015-07-23,31.55,31.7725,31.265,31.29,203331800
2015-07-22,30.4975,31.375,30.4975,31.305,461153600
2015-07-21,33.2125,33.23,32.58,32.6875,292027120
2015-07-20,32.7425,33.2425,32.675,33.0175,220819680
2015-07-17,32.27,32.405,32.0775,32.405,183881880
2015-07-16,31.935,32.1425,31.8375,32.1275,143950520
2015-07-15,31.43,31.7875,31.395,31.705,134239080
2015-07-14,31.51,31.5925,31.26,31.4025,126783480
2015-07-13,31.2575,31.4387,31.08,31.415,165462400
2015-07-10,30.485,30.9625,30.3025,30.82,245171200
2015-07-09,30.9625,31.015,29.805,30.0175,313166040
2015-07-08,31.12,31.16,30.635,30.6425,242439320
2015-07-07,31.4725,31.5375,30.9425,31.4225,186948360
2015-07-06,31.235,31.5575,31.2125,31.5,111891800
2015-07-02,31.6075,31.6725,31.4425,31.61,108684720
2015-07-01,31.725,31.735,31.4975,31.65,120827560
2015-06-30,31.3925,31.53,31.215,31.3562,177304200
2015-06-29,31.365,31.6175,31.12,31.1325,196173640
2015-06-26,31.9175,31.9975,31.6275,31.6875,175945160
2015-06-25,32.215,32.3,31.875,31.875,127489560
2015-06-24,31.8025,32.45,31.78,32.0275,220310080
2015-06-23,31.87,31.9025,31.7198,31.7575,120768560
2015-06-22,31.8725,32.015,31.77,31.9025,135904720
2015-06-19,31.9275,31.955,31.6,31.65,217446120
2015-06-18,31.8075,32.0775,31.805,31.97,141455960
2015-06-17,31.93,31.97,31.685,31.825,131435600
2015-06-16,31.7575,31.9625,31.5925,31.9,125774600
2015-06-15,31.525,31.81,31.4275,31.73,175587840
2015-06-12,32.0463,32.0825,31.7775,31.7925,147305040
2015-06-11,32.295,32.545,32.1187,32.1475,141378080
2015-06-10,31.98,32.335,31.9625,32.22,156116760
2015-06-09,31.675,32.02,31.405,31.855,224011360
2015-06-08,32.225,32.3025,31.7075,31.95,210439600
2015-06-05,32.375,32.4225,32.09,32.1625,142311040
2015-06-04,32.395,32.645,32.2275,32.34,153343920
2015-06-03,32.665,32.735,32.475,32.53,123759240
2015-06-02,32.465,32.6638,32.33,32.49,134383920
2015-06-01,32.8,32.8475,32.5125,32.6337,128064080
2015-05-29,32.8075,32.8625,32.475,32.57,201896680
2015-05-28,32.965,32.9875,32.775,32.945,122715360
2015-05-27,32.585,33.065,32.5125,33.0112,183084480
2015-05-26,33.15,33.2275,32.28,32.405,282178680
2015-05-22,32.9,33.2425,32.85,33.135,181877360
2015-05-21,32.5175,32.9075,32.4575,32.8475,158359120
2015-05-20,32.5,32.745,32.335,32.515,145044680
2015-05-19,32.6725,32.72,32.41,32.5175,177581760
2015-05-18,32.095,32.68,32.09,32.5475,202892960
2015-05-15,32.2675,32.3725,32.0525,32.1925,152513880
2015-05-14,31.8525,32.2375,31.79,32.2375,180495680
2015-05-13,31.5375,31.7975,31.4675,31.5025,138446400
2015-05-12,31.4,31.72,31.205,31.4662,192293800
2015-05-11,31.8475,31.89,31.4063,31.58,167682960
2015-05-08,31.67,31.905,31.5275,31.905,221895280
2015-05-07,31.1925,31.52,31.005,31.315,170615680
2015-05-06,31.64,31.6875,30.84,31.2525,288149480
2015-05-05,32.0375,32.1125,31.445,31.45,196511080
2015-05-04,32.375,32.6425,32.065,32.175,203620080
2015-05-01,31.525,32.5325,31.325,32.2375,229396000
2015-04-30,31.875,31.97,31.145,31.2875,331699920
2015-04-29,32.54,32.8975,32.075,32.16,252252960
2015-04-28,33.6138,33.635,32.3925,32.64,474774800
2015-04-27,33.0775,33.2825,32.7875,33.1625,380337040
2015-04-24,32.6225,32.6575,32.3075,32.57,176838840
2015-04-23,32.075,32.605,32.035,32.4175,182386760
2015-04-22,31.7475,32.2175,31.58,32.155,150301680
2015-04-21,32.025,32.05,31.6675,31.7275,129365520
2015-04-20,31.3925,32.03,31.2925,31.9,187900440
2015-04-17,31.3875,31.535,31.115,31.1875,205925240
2015-04-16,31.57,31.775,31.5275,31.5425,112080960
2015-04-15,31.6025,31.7825,31.5025,31.695,115689680
2015-04-14,31.75,31.8225,31.4775,31.575,101673120
2015-04-13,32.0925,32.1425,31.6525,31.7125,144994480
2015-04-10,31.4875,31.8025,31.315,31.775,160503040
2015-04-09,31.4625,31.645,31.165,31.64,128977440
2015-04-08,31.4625,31.6,31.2425,31.4,149088360
2015-04-07,31.91,32.0305,31.495,31.5025,139579240
2015-04-06,31.1175,31.8775,31.0825,31.8375,147669960
2015-04-02,31.2575,31.39,31.0475,31.33,128685640
2015-04-01,31.205,31.28,30.775,31.0625,161852560
2015-03-31,31.5225,31.6225,31.0888,31.1075,168077680
2015-03-30,31.0125,31.6,31,31.5925,187899920
2015-03-27,31.1425,31.175,30.7275,30.8125,157886880
2015-03-26,30.69,31.22,30.65,31.06,189638440
2015-03-25,31.635,31.705,30.845,30.845,206022400
2015-03-24,31.8075,32.01,31.64,31.6725,130988800
2015-03-23,31.78,31.9625,31.63,31.8025,150390400
2015-03-20,32.0625,32.1,31.29,31.475,274064720
2015-03-19,32.1875,32.3113,31.85,31.8738,182698080
2015-03-18,31.75,32.29,31.5925,32.1175,260472680
2015-03-17,31.475,31.83,31.4125,31.76,203564920
2015-03-16,30.97,31.2375,30.7175,31.2375,143265200
2015-03-13,31.1,31.3488,30.645,30.8975,206978680
2015-03-12,30.5775,31.225,30.4075,31.1125,192933080
2015-03-11,31.1875,31.1925,30.5275,30.56,275250760
2015-03-10,31.6025,31.805,30.95,31.1275,274881440
2015-03-09,31.99,32.3925,31.265,31.785,353640960
2015-03-06,32.1,32.3425,31.565,31.65,290798720
2015-03-05,32.145,32.1875,31.44,31.6025,225565120
2015-03-04,32.275,32.39,32.08,32.135,126353920
2015-03-03,32.24,32.38,32.0225,32.34,150999600
2015-03-02,32.3125,32.57,32.075,32.2725,192170720
2015-02-27,32.5,32.6425,32.06,32.115,247725400
2015-02-26,32.1962,32.7175,31.6525,32.6037,364687320
2015-02-25,32.89,32.9,32.0375,32.1975,298220480
2015-02-24,33.235,33.4,32.7925,33.0425,276437640
2015-02-23,32.505,33.25,32.415,33.25,292357000
2015-02-20,32.155,32.375,32.0125,32.3738,195513640
2015-02-19,32.12,32.2575,32.0825,32.1125,149181840
2015-02-18,31.9063,32.195,31.8625,32.1788,178783920
2015-02-17,31.8725,32.22,31.73,31.9575,252056440
2015-02-13,31.82,31.82,31.4125,31.77,215822600
2015-02-12,31.515,31.87,31.3925,31.615,297498520
2015-02-11,30.6925,31.23,30.625,31.22,293112080
2015-02-10,30.0425,30.5375,30.04,30.505,247381560
2015-02-09,29.6375,29.96,29.6075,29.93,151603120
2015-02-06,30.005,30.0625,29.6125,29.7325,174534640
2015-02-05,30.005,30.0575,29.8125,29.985,168788440
2015-02-04,29.625,30.1275,29.5772,29.89,279900720
2015-02-03,29.625,29.7725,29.4025,29.6625,207368320
2015-02-02,29.5125,29.7925,29.02,29.6575,250169760
2015-01-30,29.6,30,29.2125,29.29,334587200
2015-01-29,29.08,29.7975,28.89,29.725,336528520
2015-01-28,29.4063,29.53,28.8275,28.8275,584737200
2015-01-27,28.105,28.12,27.2575,27.285,369306560
2015-01-26,28.435,28.5907,28.2,28.275,221829680
2015-01-23,28.075,28.4375,27.8825,28.245,185680080
2015-01-22,27.565,28.1175,27.43,28.1,214869760
2015-01-21,27.2375,27.765,27.0675,27.3875,193931440
2015-01-20,26.96,27.2417,26.625,27.18,198969280
2015-01-16,26.7575,26.895,26.3,26.4975,313813320
2015-01-15,27.5,27.515,26.665,26.705,239233880
2015-01-14,27.26,27.6225,27.125,27.45,194912760
2015-01-13,27.8575,28.2,27.2275,27.555,267879920
2015-01-12,28.15,28.1575,27.2,27.3125,198284680
2015-01-09,28.1675,28.3125,27.5525,28.0025,214582920
2015-01-08,27.3075,28.0375,27.175,27.9725,236675040
